,YEAR,MONTH_NUM,MONTH_MON,ENTRY_DATE,ENTITY_NAME,ENTITY_TYPE,TYPE_MODEL,DIST_FLOWN_KM_1,DIST_DIRECT_KM,DIST_ACHIEVED_KM_1
553842,2024,1,JAN,2024-01-30,EUROCONTROL Area (PRR),Area (FIR),CPF,19938246,19481818.75,19367262.88
553843,2024,1,JAN,2024-01-30,EUROCONTROL Area (PRR),Area (FIR),FTFM,20121278,19394373.28,19230181.78
553844,2024,1,JAN,2024-01-30,EUROCONTROL Area (PRR),Area (FIR),SCR,19443121,18773540.99,18613040.12
553845,2024,1,JAN,2024-01-30,Estonia,State (FIR),SCR,52798,52635.11,50287.74
553846,2024,1,JAN,2024-01-30,Estonia,State (FIR),CPF,58093,57919.25,55383.16
553847,2024,1,JAN,2024-01-30,Estonia,State (FIR),FTFM,57249,57073.39,54491.36
553848,2024,1,JAN,2024-01-30,FAB CE,FAB (FIR),FTFM,1804463,1793316.97,1758571.43
553849,2024,1,JAN,2024-01-30,FAB CE,FAB (FIR),CPF,1811730,1804465.39,1778246.91
553850,2024,1,JAN,2024-01-30,FAB CE,FAB (FIR),SCR,1715220,1705199.1,1673127.65
553851,2024,1,JAN,2024-01-30,FAB CE (SES RP1),FAB (FIR),FTFM,1381843,1372777.57,1343063.15
553852,2024,1,JAN,2024-01-30,FAB CE (SES RP1),FAB (FIR),SCR,1313242,1304731.53,1277123.41
553853,2024,1,JAN,2024-01-30,FAB CE (SES RP1),FAB (FIR),CPF,1387449,1381497.34,1359580.3
553854,2024,1,JAN,2024-01-30,FAB CE (SES RP2),FAB (FIR),SCR,1559045,1549513.72,1519101.92
553855,2024,1,JAN,2024-01-30,FAB CE (SES RP2),FAB (FIR),CPF,1651246,1644416.42,1619673.47
553856,2024,1,JAN,2024-01-30,FAB CE (SES RP2),FAB (FIR),FTFM,1641835,1631548.25,1598616.42
553857,2024,1,JAN,2024-01-30,FABEC,FAB (FIR),FTFM,5383029,5197267.27,5098061.47
553858,2024,1,JAN,2024-01-30,FABEC,FAB (FIR),CPF,5291595,5213934.58,5139124.11
553859,2024,1,JAN,2024-01-30,FABEC,FAB (FIR),SCR,5257869,5082491.31,4987411.58
553860,2024,1,JAN,2024-01-30,Finland,State (FIR),CPF,104848,103757.57,101835.92
553861,2024,1,JAN,2024-01-30,Finland,State (FIR),FTFM,102994,102578.49,100400.67
553862,2024,1,JAN,2024-01-30,Finland,State (FIR),SCR,98736,98324.49,96159.44
553863,2024,1,JAN,2024-01-30,France,State (FIR),CPF,2638922,2602416.95,2555497.74
553864,2024,1,JAN,2024-01-30,France,State (FIR),FTFM,2664054,2575367.66,2517804.57
553865,2024,1,JAN,2024-01-30,France,State (FIR),SCR,2612408,2528495.8,2472625.93
553866,2024,1,JAN,2024-01-30,Georgia,State (FIR),CPF,171015,170497.99,162365.92
553867,2024,1,JAN,2024-01-30,Georgia,State (FIR),FTFM,168516,167368.16,159356.5
553868,2024,1,JAN,2024-01-30,Georgia,State (FIR),SCR,153028,152317.75,145502.94
553869,2024,1,JAN,2024-01-30,Germany,State (FIR),CPF,1771241,1757845.36,1730190.5
553870,2024,1,JAN,2024-01-30,Germany,State (FIR),FTFM,1807049,1762428.92,1719632.85
553871,2024,1,JAN,2024-01-30,Germany,State (FIR),SCR,1750044,1708560.87,1668016.63
553872,2024,1,JAN,2024-01-30,Greece,State (FIR),CPF,670499,667546.96,655821.19
553873,2024,1,JAN,2024-01-30,Greece,State (FIR),FTFM,667764,661077.11,647463.62
553874,2024,1,JAN,2024-01-30,Greece,State (FIR),SCR,641095,635886.61,625102.43
553875,2024,1,JAN,2024-01-30,Hungary,State (FIR),CPF,451510,451095.1,442935.5
553876,2024,1,JAN,2024-01-30,Hungary,State (FIR),SCR,420626,419540.95,410118.44
553877,2024,1,JAN,2024-01-30,Hungary,State (FIR),FTFM,448242,447115.84,436945.87
553878,2024,1,JAN,2024-01-30,Ireland,State (FIR),FTFM,205447,204694.45,200997.42
553879,2024,1,JAN,2024-01-30,Ireland,State (FIR),CPF,232269,231550.09,228334.37
553880,2024,1,JAN,2024-01-30,Ireland,State (FIR),SCR,173159,172673.24,169532.43
553881,2024,1,JAN,2024-01-30,Italy,State (FIR),SCR,1224938,1205643.18,1177130.95
553882,2024,1,JAN,2024-01-30,Italy,State (FIR),CPF,1206539,1195541.29,1172951.69
553883,2024,1,JAN,2024-01-30,Italy,State (FIR),FTFM,1217388,1197337.27,1167387.43
553884,2024,1,JAN,2024-01-30,Latvia,State (FIR),CPF,55723,55527.4,52055.45
553885,2024,1,JAN,2024-01-30,Latvia,State (FIR),SCR,54145,53949.03,50560.08
553886,2024,1,JAN,2024-01-30,Latvia,State (FIR),FTFM,56858,56657.86,52936.43
553887,2024,1,JAN,2024-01-30,Lithuania,State (FIR),CPF,46732,46605.71,41466.44
553888,2024,1,JAN,2024-01-30,Lithuania,State (FIR),SCR,44266,44139.55,38819.71
553889,2024,1,JAN,2024-01-30,Lithuania,State (FIR),FTFM,47541,47388.49,41539.6
553890,2024,1,JAN,2024-01-30,Malta,State (FIR),CPF,107028,106868.4,105467.58
553891,2024,1,JAN,2024-01-30,Malta,State (FIR),FTFM,103854,103746.8,102313.88
553892,2024,1,JAN,2024-01-30,Malta,State (FIR),SCR,95064,95014.4,93849.09
553893,2024,1,JAN,2024-01-30,Moldova,State (FIR),CPF,1128,1125.65,949.75
553894,2024,1,JAN,2024-01-30,Moldova,State (FIR),FTFM,747,740.08,597.16
553895,2024,1,JAN,2024-01-30,Moldova,State (FIR),SCR,747,740.08,597.16
553896,2024,1,JAN,2024-01-30,Morocco,State (FIR),CPF,638191,636465.43,629812.75
553897,2024,1,JAN,2024-01-30,Morocco,State (FIR),FTFM,642505,637062.83,629059.69
553898,2024,1,JAN,2024-01-30,Morocco,State (FIR),SCR,625871,621033.82,613217.24
553899,2024,1,JAN,2024-01-30,NEFAB,FAB (FIR),CPF,518412,513017.15,505893.35
553900,2024,1,JAN,2024-01-30,NEFAB,FAB (FIR),SCR,483371,477364.91,469073.44
553901,2024,1,JAN,2024-01-30,NEFAB,FAB (FIR),FTFM,512326,506105.47,497033.23
553902,2024,1,JAN,2024-01-30,Netherlands,State (FIR),SCR,362429,356715.85,345924.07
553903,2024,1,JAN,2024-01-30,Netherlands,State (FIR),FTFM,381614,375204.48,363719.74
553904,2024,1,JAN,2024-01-30,Netherlands,State (FIR),CPF,381295,379070.76,371060.91
553905,2024,1,JAN,2024-01-30,North Macedonia,State (FIR),CPF,39635,39589.06,38717.71
553906,2024,1,JAN,2024-01-30,North Macedonia,State (FIR),FTFM,40193,40054.13,38651.4
553907,2024,1,JAN,2024-01-30,North Macedonia,State (FIR),SCR,37166,37046.28,35820.45
553908,2024,1,JAN,2024-01-30,Norway,State (FIR),FTFM,295225,292524.57,289204.77
553909,2024,1,JAN,2024-01-30,Norway,State (FIR),SCR,276847,274288.34,271222.0
553910,2024,1,JAN,2024-01-30,Norway,State (FIR),CPF,299812,298728.66,296697.88
553911,2024,1,JAN,2024-01-30,Poland,State (FIR),CPF,428369,427073.04,408258.13
553912,2024,1,JAN,2024-01-30,Poland,State (FIR),SCR,414186,409168.06,388068.55
553913,2024,1,JAN,2024-01-30,Poland,State (FIR),FTFM,436863,431060.03,407502.09
553914,2024,1,JAN,2024-01-30,Portugal (Continental),State (FIR),SCR,620261,618809.87,612319.91
553915,2024,1,JAN,2024-01-30,Portugal (Continental),State (FIR),FTFM,636073,634264.98,627031.81
553916,2024,1,JAN,2024-01-30,Portugal (Continental),State (FIR),CPF,638188,637546.91,631515.33
553917,2024,1,JAN,2024-01-30,Romania,State (FIR),CPF,766097,765317.84,739979.15
553918,2024,1,JAN,2024-01-30,Romania,State (FIR),FTFM,756046,754360.06,726194.54
553919,2024,1,JAN,2024-01-30,Romania,State (FIR),SCR,701243,699609.51,673967.52
553920,2024,1,JAN,2024-01-30,SES Area (RP2),Area (FIR),SCR,15670249,15219206.32,15023316.08
553921,2024,1,JAN,2024-01-30,SES Area (RP2),Area (FIR),FTFM,16182057,15698979.04,15492808.13
553922,2024,1,JAN,2024-01-30,SES Area (RP2),Area (FIR),CPF,16125900,15846512.08,15685122.7
553923,2024,1,JAN,2024-01-30,SES Area (RP3),Area (FIR),SCR,14423360,14028310.94,13840383.74
553924,2024,1,JAN,2024-01-30,SES Area (RP3),Area (FIR),FTFM,14880744,14457926.83,14258758.36
553925,2024,1,JAN,2024-01-30,SES Area (RP3),Area (FIR),CPF,14803401,14565079.23,14407597.57
553926,2024,1,JAN,2024-01-30,SW FAB,FAB (FIR),CPF,2549022,2522754.98,2492166.24
553927,2024,1,JAN,2024-01-30,SW FAB,FAB (FIR),FTFM,2570602,2520364.25,2482244.58
553928,2024,1,JAN,2024-01-30,SW FAB,FAB (FIR),SCR,2516500,2469138.75,2432740.28
553929,2024,1,JAN,2024-01-30,Serbia and Montenegro,State (FIR),CPF,301718,301175.57,296670.25
553930,2024,1,JAN,2024-01-30,Serbia and Montenegro,State (FIR),SCR,288964,288103.41,282363.68
553931,2024,1,JAN,2024-01-30,Serbia and Montenegro,State (FIR),FTFM,299283,298282.07,292231.24
553932,2024,1,JAN,2024-01-30,Slovakia,State (FIR),SCR,127913,127610.37,121702.54
553933,2024,1,JAN,2024-01-30,Slovakia,State (FIR),CPF,135831,135605.4,130056.48
553934,2024,1,JAN,2024-01-30,Slovakia,State (FIR),FTFM,136049,135748.28,129104.89
553935,2024,1,JAN,2024-01-30,Slovenia,State (FIR),FTFM,64804,64812.09,63805.17
553936,2024,1,JAN,2024-01-30,Slovenia,State (FIR),SCR,63361,63382.98,62454.37
553937,2024,1,JAN,2024-01-30,Slovenia,State (FIR),CPF,65390,65338.93,64530.92
553938,2024,1,JAN,2024-01-30,Spain,State (FIR),CPF,1908866,1887453.82,1858723.78
553939,2024,1,JAN,2024-01-30,Spain,State (FIR),FTFM,1933659,1890394.39,1854354.11
553940,2024,1,JAN,2024-01-30,Spain,State (FIR),SCR,1895232,1854164.94,1819437.09
553941,2024,1,JAN,2024-01-30,Spain (Canarias),State (FIR),CPF,315759,313895.18,309630.67
553942,2024,1,JAN,2024-01-30,Spain (Canarias),State (FIR),FTFM,323699,317261.69,310532.51
553943,2024,1,JAN,2024-01-30,Spain (Canarias),State (FIR),SCR,300067,294549.37,287968.17
553944,2024,1,JAN,2024-01-30,Spain (Continental),State (FIR),FTFM,1609960,1573132.7,1543821.6
553945,2024,1,JAN,2024-01-30,Spain (Continental),State (FIR),SCR,1595165,1559615.57,1531468.92
553946,2024,1,JAN,2024-01-30,Spain (Continental),State (FIR),CPF,1593107,1573558.64,1549093.11
553947,2024,1,JAN,2024-01-30,Sweden,State (FIR),CPF,383013,381767.68,376884.73
553948,2024,1,JAN,2024-01-30,Sweden,State (FIR),FTFM,388077,384960.48,377877.75
553949,2024,1,JAN,2024-01-30,Sweden,State (FIR),SCR,380333,377469.3,370803.13
553950,2024,1,JAN,2024-01-30,Switzerland,State (FIR),SCR,205349,201373.39,192915.26
553951,2024,1,JAN,2024-01-30,Switzerland,State (FIR),CPF,197172,195364.94,189133.32
553952,2024,1,JAN,2024-01-30,Switzerland,State (FIR),FTFM,205308,201057.13,192300.15
553953,2024,1,JAN,2024-01-30,Türkiye,State (FIR),CPF,2441581,2398095.88,2338346.28
553954,2024,1,JAN,2024-01-30,Türkiye,State (FIR),SCR,2367204,2288055.87,2221286.02
553955,2024,1,JAN,2024-01-30,Türkiye,State (FIR),FTFM,2567547,2476789.2,2401752.85
553956,2024,1,JAN,2024-01-30,UK (Continental),State (FIR),CPF,1323265,1302674.48,1278261.69
553957,2024,1,JAN,2024-01-30,UK (Continental),State (FIR),FTFM,1297970,1262293.0,1230636.28
553958,2024,1,JAN,2024-01-30,UK (Continental),State (FIR),SCR,1234309,1201005.78,1170571.85
553959,2024,1,JAN,2024-01-30,UK-Ireland FAB,FAB (FIR),FTFM,1503481,1462721.71,1431623.54
553960,2024,1,JAN,2024-01-30,UK-Ireland FAB,FAB (FIR),CPF,1555254,1530545.79,1506323.29
553961,2024,1,JAN,2024-01-30,UK-Ireland FAB,FAB (FIR),SCR,1409092,1371421.99,1341689.36
553962,2024,1,JAN,2024-01-31,Albania,State (FIR),CPF,61931,61691.75,60189.65
553963,2024,1,JAN,2024-01-31,Albania,State (FIR),FTFM,63311,62878.9,60464.21
553964,2024,1,JAN,2024-01-31,Albania,State (FIR),SCR,58535,58167.6,55921.85
553965,2024,1,JAN,2024-01-31,Armenia,State (FIR),CPF,18824,18656.7,17873.53
553966,2024,1,JAN,2024-01-31,Armenia,State (FIR),FTFM,19100,18874.97,17809.15
553967,2024,1,JAN,2024-01-31,Armenia,State (FIR),SCR,26535,26329.58,25242.33
553968,2024,1,JAN,2024-01-31,Austria,State (FIR),CPF,485094,484334.28,476671.18
553969,2024,1,JAN,2024-01-31,Austria,State (FIR),FTFM,484361,482531.48,471611.24
553970,2024,1,JAN,2024-01-31,Austria,State (FIR),SCR,469517,467844.2,457502.05
553971,2024,1,JAN,2024-01-31,BLUE MED FAB,FAB (FIR),CPF,2339535,2319408.13,2278055.6
553972,2024,1,JAN,2024-01-31,BLUE MED FAB,FAB (FIR),FTFM,2354990,2318162.6,2268762.96
553973,2024,1,JAN,2024-01-31,BLUE MED FAB,FAB (FIR),SCR,2315445,2282387.31,2237222.57
553974,2024,1,JAN,2024-01-31,Baltic FAB,FAB (FIR),CPF,486575,483170.07,460653.13
553975,2024,1,JAN,2024-01-31,Baltic FAB,FAB (FIR),FTFM,490223,481746.34,453699.66
553976,2024,1,JAN,2024-01-31,Baltic FAB,FAB (FIR),SCR,471379,463738.68,438174.89
553977,2024,1,JAN,2024-01-31,Belgium,State (FIR),CPF,324233,322452.07,313626.67
553978,2024,1,JAN,2024-01-31,Belgium,State (FIR),FTFM,349364,343238.4,328151.67
553979,2024,1,JAN,2024-01-31,Belgium,State (FIR),SCR,349450,343674.43,329284.84
553980,2024,1,JAN,2024-01-31,Bosnia and Herzegovina,State (FIR),CPF,184251,184095.03,182104.35
553981,2024,1,JAN,2024-01-31,Bosnia and Herzegovina,State (FIR),FTFM,186807,186635.65,184164.76
553982,2024,1,JAN,2024-01-31,Bosnia and Herzegovina,State (FIR),SCR,180984,180884.58,178575.34
553983,2024,1,JAN,2024-01-31,Bulgaria,State (FIR),CPF,571078,570024.69,553741.42
553984,2024,1,JAN,2024-01-31,Bulgaria,State (FIR),FTFM,558346,556247.49,537699.03
553985,2024,1,JAN,2024-01-31,Bulgaria,State (FIR),SCR,527575,525555.04,508678.44
553986,2024,1,JAN,2024-01-31,Croatia,State (FIR),SCR,288453,288091.53,284190.63
553987,2024,1,JAN,2024-01-31,Croatia,State (FIR),CPF,310603,310269.77,306689.77
553988,2024,1,JAN,2024-01-31,Croatia,State (FIR),FTFM,309406,308855.59,304509.08
553989,2024,1,JAN,2024-01-31,Cyprus,State (FIR),FTFM,223424,219040.61,210638.89
553990,2024,1,JAN,2024-01-31,Cyprus,State (FIR),CPF,222645,219700.47,210414.39
553991,2024,1,JAN,2024-01-31,Cyprus,State (FIR),SCR,212511,208293.52,201109.87
553992,2024,1,JAN,2024-01-31,Czech Republic,State (FIR),SCR,265827,264457.41,257194.85
553993,2024,1,JAN,2024-01-31,Czech Republic,State (FIR),CPF,284534,283885.66,278351.72
553994,2024,1,JAN,2024-01-31,Czech Republic,State (FIR),FTFM,282934,281415.56,273440.23
553995,2024,1,JAN,2024-01-31,DANUBE FAB,FAB (FIR),FTFM,1302772,1296736.47,1253390.82
553996,2024,1,JAN,2024-01-31,DANUBE FAB,FAB (FIR),SCR,1220562,1214920.81,1175199.27
553997,2024,1,JAN,2024-01-31,DANUBE FAB,FAB (FIR),CPF,1325258,1322077.56,1282771.94
553998,2024,1,JAN,2024-01-31,DK-SE FAB,FAB (FIR),SCR,649103,644484.84,633668.23
553999,2024,1,JAN,2024-01-31,DK-SE FAB,FAB (FIR),FTFM,665391,660281.56,648240.79
554000,2024,1,JAN,2024-01-31,DK-SE FAB,FAB (FIR),CPF,655899,653879.36,645744.49
554001,2024,1,JAN,2024-01-31,Denmark,State (FIR),CPF,203869,203560.04,201292.88
554002,2024,1,JAN,2024-01-31,Denmark,State (FIR),SCR,206097,204981.26,201163.74
554003,2024,1,JAN,2024-01-31,Denmark,State (FIR),FTFM,208472,207112.02,203026.38
554004,2024,1,JAN,2024-01-31,EUROCONTROL Area (PRR),Area (FIR),CPF,20447008,19988834.18,19866509.51
554005,2024,1,JAN,2024-01-31,EUROCONTROL Area (PRR),Area (FIR),FTFM,20575486,19840400.35,19667760.19
554006,2024,1,JAN,2024-01-31,EUROCONTROL Area (PRR),Area (FIR),SCR,19950915,19268499.59,19099305.86
554007,2024,1,JAN,2024-01-31,Estonia,State (FIR),CPF,60146,59947.52,56871.43
554008,2024,1,JAN,2024-01-31,Estonia,State (FIR),FTFM,59229,59083.87,55916.45
554009,2024,1,JAN,2024-01-31,Estonia,State (FIR),SCR,54291,54140.45,51357.53
554010,2024,1,JAN,2024-01-31,FAB CE,FAB (FIR),FTFM,1918100,1905662.33,1868130.61
554011,2024,1,JAN,2024-01-31,FAB CE,FAB (FIR),CPF,1925389,1918177.69,1889770.68
554012,2024,1,JAN,2024-01-31,FAB CE,FAB (FIR),SCR,1830864,1819605.75,1784864.33
554013,2024,1,JAN,2024-01-31,FAB CE (SES RP1),FAB (FIR),FTFM,1422519,1412450.55,1380089.15
554014,2024,1,JAN,2024-01-31,FAB CE (SES RP1),FAB (FIR),SCR,1361933,1352631.2,1322608.52
554015,2024,1,JAN,2024-01-31,FAB CE (SES RP1),FAB (FIR),CPF,1431534,1425887.28,1401972.25
554016,2024,1,JAN,2024-01-31,FAB CE (SES RP2),FAB (FIR),SCR,1650366,1639713.29,1606768.84
554017,2024,1,JAN,2024-01-31,FAB CE (SES RP2),FAB (FIR),CPF,1742196,1735588.19,1708709.61
554018,2024,1,JAN,2024-01-31,FAB CE (SES RP2),FAB (FIR),FTFM,1731779,1720130.55,1684445.7
554019,2024,1,JAN,2024-01-31,FABEC,FAB (FIR),FTFM,5632076,5440034.17,5335585.7
554020,2024,1,JAN,2024-01-31,FABEC,FAB (FIR),CPF,5535199,5455873.61,5377287.17
554021,2024,1,JAN,2024-01-31,FABEC,FAB (FIR),SCR,5523056,5341716.15,5241382.25
554022,2024,1,JAN,2024-01-31,Finland,State (FIR),CPF,119165,118051.35,115840.66
554023,2024,1,JAN,2024-01-31,Finland,State (FIR),FTFM,119662,119166.15,116645.08
554024,2024,1,JAN,2024-01-31,Finland,State (FIR),SCR,113738,113267.94,110848.0
554025,2024,1,JAN,2024-01-31,France,State (FIR),CPF,2759116,2722946.07,2675286.3
554026,2024,1,JAN,2024-01-31,France,State (FIR),FTFM,2788624,2697906.26,2637483.55
554027,2024,1,JAN,2024-01-31,France,State (FIR),SCR,2745886,2658853.13,2600140.81
554028,2024,1,JAN,2024-01-31,Georgia,State (FIR),CPF,168405,167920.12,159766.09
554029,2024,1,JAN,2024-01-31,Georgia,State (FIR),FTFM,164637,163598.56,156489.06
554030,2024,1,JAN,2024-01-31,Georgia,State (FIR),SCR,146447,145783.81,139584.74
554031,2024,1,JAN,2024-01-31,Germany,State (FIR),CPF,1877481,1862597.72,1832800.19
554032,2024,1,JAN,2024-01-31,Germany,State (FIR),FTFM,1910880,1863644.28,1818644.43
554033,2024,1,JAN,2024-01-31,Germany,State (FIR),SCR,1862066,1818485.79,1775932.15
554034,2024,1,JAN,2024-01-31,Greece,State (FIR),CPF,724049,721336.59,710807.42
554035,2024,1,JAN,2024-01-31,Greece,State (FIR),FTFM,731519,724473.74,711478.62
554036,2024,1,JAN,2024-01-31,Greece,State (FIR),SCR,700118,694723.67,684098.53
554037,2024,1,JAN,2024-01-31,Hungary,State (FIR),CPF,452284,451731.66,444017.83
554038,2024,1,JAN,2024-01-31,Hungary,State (FIR),SCR,423230,421867.87,412189.48
554039,2024,1,JAN,2024-01-31,Hungary,State (FIR),FTFM,448461,447057.63,436630.75
554040,2024,1,JAN,2024-01-31,Ireland,State (FIR),FTFM,181673,181121.07,177759.42
554041,2024,1,JAN,2024-01-31,Ireland,State (FIR),CPF,219074,218811.62,216103.23
554042,2024,1,JAN,2024-01-31,Ireland,State (FIR),SCR,155084,154680.15,151668.03
554043,2024,1,JAN,2024-01-31,Italy,State (FIR),FTFM,1283611,1262373.35,1231784.02
554044,2024,1,JAN,2024-01-31,Italy,State (FIR),CPF,1269431,1258955.23,1235194.66
554045,2024,1,JAN,2024-01-31,Italy,State (FIR),SCR,1285545,1265245.42,1235973.73
554046,2024,1,JAN,2024-01-31,Latvia,State (FIR),CPF,61647,61447.16,57213.54
554047,2024,1,JAN,2024-01-31,Latvia,State (FIR),SCR,58326,58002.61,54181.67
554048,2024,1,JAN,2024-01-31,Latvia,State (FIR),FTFM,61061,60656.44,56453.87
554049,2024,1,JAN,2024-01-31,Lithuania,State (FIR),SCR,48144,48018.8,42514.03
554050,2024,1,JAN,2024-01-31,Lithuania,State (FIR),FTFM,49901,49716.34,43679.59
554051,2024,1,JAN,2024-01-31,Lithuania,State (FIR),CPF,49210,49100.28,43823.37
554052,2024,1,JAN,2024-01-31,Malta,State (FIR),CPF,117734,117611.62,115987.11
554053,2024,1,JAN,2024-01-31,Malta,State (FIR),FTFM,115531,115402.68,113928.77
554054,2024,1,JAN,2024-01-31,Malta,State (FIR),SCR,107193,107146.21,106023.3
554055,2024,1,JAN,2024-01-31,Moldova,State (FIR),CPF,1145,1146.3,926.24
554056,2024,1,JAN,2024-01-31,Moldova,State (FIR),FTFM,704,698.91,554.71
554057,2024,1,JAN,2024-01-31,Moldova,State (FIR),SCR,678,673.97,532.36
554058,2024,1,JAN,2024-01-31,Morocco,State (FIR),CPF,597447,595660.04,589242.21
554059,2024,1,JAN,2024-01-31,Morocco,State (FIR),FTFM,597355,592468.78,585027.7
554060,2024,1,JAN,2024-01-31,Morocco,State (FIR),SCR,579838,575539.42,568253.88
554061,2024,1,JAN,2024-01-31,NEFAB,FAB (FIR),CPF,522300,515882.67,507195.19
554062,2024,1,JAN,2024-01-31,NEFAB,FAB (FIR),SCR,496595,488959.11,479663.87
554063,2024,1,JAN,2024-01-31,NEFAB,FAB (FIR),FTFM,520710,512943.67,502632.43
554064,2024,1,JAN,2024-01-31,Netherlands,State (FIR),SCR,356265,350378.25,339474.34
554065,2024,1,JAN,2024-01-31,Netherlands,State (FIR),FTFM,374137,367520.33,355761.22
554066,2024,1,JAN,2024-01-31,Netherlands,State (FIR),CPF,376128,373574.05,365511.71
554067,2024,1,JAN,2024-01-31,North Macedonia,State (FIR),CPF,50374,50309.98,49481.47
554068,2024,1,JAN,2024-01-31,North Macedonia,State (FIR),FTFM,50458,50356.46,48953.01
554069,2024,1,JAN,2024-01-31,North Macedonia,State (FIR),SCR,47945,47861.99,46487.62
554070,2024,1,JAN,2024-01-31,Norway,State (FIR),FTFM,281603,278048.92,274461.2
554071,2024,1,JAN,2024-01-31,Norway,State (FIR),SCR,270240,266695.4,263276.67
554072,2024,1,JAN,2024-01-31,Norway,State (FIR),CPF,282590,280970.33,278496.3
554073,2024,1,JAN,2024-01-31,Poland,State (FIR),CPF,436604,435450.36,415909.48
554074,2024,1,JAN,2024-01-31,Poland,State (FIR),SCR,423235,417869.3,395660.86
554075,2024,1,JAN,2024-01-31,Poland,State (FIR),FTFM,441696,435638.57,410973.08
554076,2024,1,JAN,2024-01-31,Portugal (Continental),State (FIR),SCR,556735,555288.15,548905.2
554077,2024,1,JAN,2024-01-31,Portugal (Continental),State (FIR),FTFM,581914,579912.67,572865.2
554078,2024,1,JAN,2024-01-31,Portugal (Continental),State (FIR),CPF,586211,585448.93,579410.4
554079,2024,1,JAN,2024-01-31,Romania,State (FIR),CPF,753702,752971.81,728643.52
554080,2024,1,JAN,2024-01-31,Romania,State (FIR),FTFM,743569,741748.79,714946.16
554081,2024,1,JAN,2024-01-31,Romania,State (FIR),SCR,689339,687654.93,663161.49
554082,2024,1,JAN,2024-01-31,SES Area (RP2),Area (FIR),SCR,16136486,15670842.27,15468861.52
554083,2024,1,JAN,2024-01-31,SES Area (RP2),Area (FIR),FTFM,16619280,16120820.98,15909129.25
554084,2024,1,JAN,2024-01-31,SES Area (RP2),Area (FIR),CPF,16598330,16311376.4,16145615.73
554085,2024,1,JAN,2024-01-31,SES Area (RP3),Area (FIR),SCR,14954633,14543551.53,14349212.88
554086,2024,1,JAN,2024-01-31,SES Area (RP3),Area (FIR),FTFM,15392840,14953755.01,14748620.8
554087,2024,1,JAN,2024-01-31,SES Area (RP3),Area (FIR),CPF,15321092,15075909.73,14913180.21
554088,2024,1,JAN,2024-01-31,SW FAB,FAB (FIR),CPF,2484638,2456795.72,2425758.88
554089,2024,1,JAN,2024-01-31,SW FAB,FAB (FIR),FTFM,2496350,2446107.51,2407216.73
554090,2024,1,JAN,2024-01-31,SW FAB,FAB (FIR),SCR,2436514,2388406.98,2350784.81
554091,2024,1,JAN,2024-01-31,Serbia and Montenegro,State (FIR),CPF,319260,318710.39,314346.25
554092,2024,1,JAN,2024-01-31,Serbia and Montenegro,State (FIR),SCR,311801,310890.76,304930.4
554093,2024,1,JAN,2024-01-31,Serbia and Montenegro,State (FIR),FTFM,320263,319173.37,312963.07
554094,2024,1,JAN,2024-01-31,Slovakia,State (FIR),FTFM,133085,132738.74,125970.0
554095,2024,1,JAN,2024-01-31,Slovakia,State (FIR),SCR,127506,127184.57,121055.9
554096,2024,1,JAN,2024-01-31,Slovakia,State (FIR),CPF,134373,134143.23,128737.94
554097,2024,1,JAN,2024-01-31,Slovenia,State (FIR),FTFM,73735,73716.72,72468.86
554098,2024,1,JAN,2024-01-31,Slovenia,State (FIR),SCR,74673,74673.76,73496.65
554099,2024,1,JAN,2024-01-31,Slovenia,State (FIR),CPF,74598,74533.7,73535.25
554100,2024,1,JAN,2024-01-31,Spain,State (FIR),SCR,1876260,1834400.72,1798403.16
554101,2024,1,JAN,2024-01-31,Spain,State (FIR),CPF,1898841,1875987.21,1846741.53
554102,2024,1,JAN,2024-01-31,Spain,State (FIR),FTFM,1914416,1871318.66,1834313.09
554103,2024,1,JAN,2024-01-31,Spain (Canarias),State (FIR),CPF,301438,299718.2,295863.64
554104,2024,1,JAN,2024-01-31,Spain (Canarias),State (FIR),FTFM,302178,297011.25,290987.02
554105,2024,1,JAN,2024-01-31,Spain (Canarias),State (FIR),SCR,278847,273931.43,268044.9
554106,2024,1,JAN,2024-01-31,Spain (Continental),State (FIR),FTFM,1612238,1574307.41,1543326.07
554107,2024,1,JAN,2024-01-31,Spain (Continental),State (FIR),SCR,1597413,1560469.29,1530358.26
554108,2024,1,JAN,2024-01-31,Spain (Continental),State (FIR),CPF,1597403,1576269.01,1550877.89
554109,2024,1,JAN,2024-01-31,Sweden,State (FIR),CPF,452231,450700.97,444652.8
554110,2024,1,JAN,2024-01-31,Sweden,State (FIR),FTFM,456919,453644.81,445214.41
554111,2024,1,JAN,2024-01-31,Sweden,State (FIR),SCR,443006,439908.04,432504.48
554112,2024,1,JAN,2024-01-31,Switzerland,State (FIR),SCR,208195,204353.84,195380.54
554113,2024,1,JAN,2024-01-31,Switzerland,State (FIR),CPF,200564,198804.79,192393.4
554114,2024,1,JAN,2024-01-31,Switzerland,State (FIR),FTFM,210135,205987.9,196586.06
554115,2024,1,JAN,2024-01-31,Türkiye,State (FIR),CPF,2477318,2432573.86,2374665.57
554116,2024,1,JAN,2024-01-31,Türkiye,State (FIR),SCR,2405694,2324023.06,2257041.39
554117,2024,1,JAN,2024-01-31,Türkiye,State (FIR),FTFM,2589346,2499197.73,2425008.87
